name,iterations,f1_score,feature_limit,feature_table_entries,max_depth,num_flows,num_partitions,total_features,tree_table_entries,tcam_entries,memory_bits,memory_perc
cap,2,0.38715645927557935,4,6120,50,294912,3,38,580,6700,37748736,30.0
cap,2,0.23541539140463946,2,5689,35,491520,3,2,27,5716,31457280,25.0
cap,2,0.3422024345588948,2,12929,35,393216,5,43,2764,15693,25165824,20.0
cap,2,0.27263726553323847,2,8442,35,589824,4,7,27,8469,37748736,30.0
cap,3,0.43073483497050835,4,25073,41,0,5,44,8780,33853,0,0.0
cap,3,0.3349950183511863,2,10316,45,589824,5,42,1363,11679,37748736,30.0
cap,3,0.4198722632660734,4,20899,26,0,4,44,7201,28100,0,0.0
cap,3,0.4225287008348164,4,26042,26,0,5,44,8610,34652,0,0.0
cap,3,0.3318054487952698,2,8781,50,589824,5,38,581,9362,37748736,30.0
cap,3,0.27451351447510464,2,9518,50,589824,4,39,570,10088,37748736,30.0
cap,3,0.27259234260266163,2,8421,50,589824,4,2,17,8438,37748736,30.0
cap,3,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,3,0.27259234260266163,2,8421,50,589824,4,2,17,8438,37748736,30.0
cap,3,0.41255467157510894,3,18161,50,65536,5,42,3828,21989,6291456,5.0
cap,3,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,3,0.43263641770147165,4,21578,50,0,5,43,6618,28196,0,0.0
cap,3,0.3148708287184062,2,16323,50,262144,5,43,3376,19699,16777216,13.33
cap,3,0.27259234260266163,2,8421,49,589824,4,2,17,8438,37748736,30.0
cap,3,0.23541539140463946,2,5689,50,491520,3,2,27,5716,31457280,25.0
cap,3,0.23541539140463946,2,5689,50,491520,3,2,27,5716,31457280,25.0
cap,4,0.335443141534494,2,10606,43,589824,5,42,1531,12137,37748736,30.0
cap,4,0.32894324333688085,2,7863,49,589824,5,4,24,7887,37748736,30.0
cap,4,0.36198432373793443,2,24954,38,393216,4,41,4285,29239,25165824,20.0
cap,4,0.27259234260266163,2,8421,49,589824,4,2,17,8438,37748736,30.0
cap,4,0.40593801012242403,3,14845,50,196608,5,40,1568,16413,18874368,15.0
cap,4,0.3296236384140665,2,8325,50,589824,5,30,227,8552,37748736,30.0
cap,4,0.3291864166796945,2,7974,50,589824,5,16,71,8045,37748736,30.0
cap,4,0.32894324333688085,2,7863,49,589824,5,4,24,7887,37748736,30.0
cap,4,0.2536451151219182,4,5300,12,393216,6,43,1894,7194,50331648,40.0
cap,4,0.39428325657461444,4,17776,50,0,5,43,4542,22318,0,0.0
cap,4,0.27259234260266163,2,8421,49,589824,4,2,17,8438,37748736,30.0
cap,4,0.3296236384140665,2,8325,50,589824,5,30,227,8552,37748736,30.0
cap,4,0.29655772937797087,2,16075,41,393216,6,42,2971,19046,25165824,20.0
cap,4,0.23567034989292857,2,5866,50,491520,3,20,123,5989,31457280,25.0
cap,4,0.27259234260266163,2,8421,49,589824,4,2,17,8438,37748736,30.0
cap,4,0.33178928502554983,2,8824,48,589824,5,39,607,9431,37748736,30.0
cap,5,0.3477612522509447,2,14014,33,262144,5,42,3245,17259,16777216,13.33
cap,5,0.2972192848925831,4,20477,32,0,7,43,7208,27685,0,0.0
cap,5,0.2726056905191111,2,8453,33,589824,4,7,28,8481,37748736,30.0
cap,5,0.3291864166796945,2,7968,48,589824,5,16,70,8038,37748736,30.0
cap,5,0.3291864166796945,2,7968,50,589824,5,16,70,8038,37748736,30.0
cap,5,0.261771539994734,2,23294,33,393216,5,44,7435,30729,25165824,20.0
cap,5,0.33178928502554983,2,8824,49,589824,5,39,607,9431,37748736,30.0
cap,5,0.3289823590374327,2,7861,50,589824,5,2,21,7882,37748736,30.0
cap,5,0.42447681942176085,3,21971,33,0,5,43,5918,27889,0,0.0
cap,5,0.23541539140463946,2,5689,49,491520,3,2,27,5716,31457280,25.0
cap,5,0.4086536798282625,3,18214,33,98304,5,43,4100,22314,9437184,7.5
cap,5,0.42256768720183324,3,26167,24,0,5,43,7378,33545,0,0.0
cap,5,0.32894324333688085,2,7863,49,589824,5,4,24,7887,37748736,30.0
cap,5,0.32959560787411535,2,8311,49,589824,5,31,232,8543,37748736,30.0
cap,5,0.3291864166796945,2,7968,49,589824,5,16,70,8038,37748736,30.0
cap,5,0.32894324333688085,2,7863,49,589824,5,4,24,7887,37748736,30.0
cap,6,0.2725564940810965,2,8438,46,589824,4,4,23,8461,37748736,30.0
cap,6,0.3659240473524911,2,21992,24,393216,5,43,6534,28526,25165824,20.0
cap,6,0.34233059534964866,2,13598,39,262144,5,43,3116,16714,16777216,13.33
cap,6,0.27259234260266163,2,8421,50,589824,4,2,17,8438,37748736,30.0
cap,6,0.27259234260266163,2,8421,50,589824,4,2,17,8438,37748736,30.0
cap,6,0.27259234260266163,2,8421,50,589824,4,2,17,8438,37748736,30.0
cap,6,0.23541539140463946,2,5689,49,491520,3,2,27,5716,31457280,25.0
cap,6,0.41297966648791584,3,14294,50,196608,5,41,2746,17040,18874368,15.0
cap,6,0.3289823590374327,2,7861,50,589824,5,2,21,7882,37748736,30.0
cap,6,0.3289823590374327,2,7861,50,589824,5,2,21,7882,37748736,30.0
cap,6,0.2726193285923483,2,8438,33,589824,4,6,25,8463,37748736,30.0
cap,6,0.38060293537760725,4,7125,50,393216,4,4,61,7186,50331648,40.0
cap,6,0.27259234260266163,2,8421,49,589824,4,2,17,8438,37748736,30.0
cap,6,0.3291864166796945,2,7968,48,589824,5,16,70,8038,37748736,30.0
cap,6,0.3291864166796945,2,7974,50,589824,5,16,71,8045,37748736,30.0
cap,6,0.35644853364782925,2,15342,46,262144,5,42,3282,18624,16777216,13.33
cap,7,0.2726098833437086,2,8444,47,589824,4,4,22,8466,37748736,30.0
cap,7,0.27259234260266163,2,8421,47,589824,4,2,17,8438,37748736,30.0
cap,7,0.27258841683057106,2,8436,33,589824,4,5,24,8460,37748736,30.0
cap,7,0.2726098833437086,2,8444,35,589824,4,4,22,8466,37748736,30.0
cap,7,0.23541539140463946,2,5689,37,491520,3,2,27,5716,31457280,25.0
cap,7,0.42087843524740876,4,15590,46,98304,5,42,2568,18158,12582912,10.0
cap,7,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,7,0.4290186853185738,4,19255,50,0,5,43,4920,24175,0,0.0
cap,7,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,7,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,7,0.3318054487952698,2,8781,48,589824,5,38,581,9362,37748736,30.0
cap,7,0.3362623419658284,2,11114,35,589824,5,42,1870,12984,37748736,30.0
cap,7,0.27259234260266163,2,8421,46,589824,4,2,17,8438,37748736,30.0
cap,7,0.32962153313335946,2,8308,48,589824,5,30,223,8531,37748736,30.0
cap,7,0.3650115386300642,3,7551,39,262144,4,3,38,7589,25165824,20.0
cap,7,0.4301508602309546,4,27882,24,0,5,43,9167,37049,0,0.0
cap,8,0.33261455867922396,2,9548,47,589824,5,38,919,10467,37748736,30.0
cap,8,0.301612067377985,2,23061,23,393216,6,44,8129,31190,25165824,20.0
